PortName,AlternateName,Country,WaterBody,HarborSize,HarborType,HarborUse,Railway,Latitude,Longitude
Al Jazeera Port,Al Jazirah Port,United Arab Emirates,Persian Gulf; Indian Ocean,Small,Coastal (Natural),Unknown,Unknown,25.716667,55.783333
Ajman, ,United Arab Emirates,Persian Gulf; Indian Ocean,Very Small,Open Roadstead,Unknown,Unknown,25.416667,55.433333
Sharjah Offshore Terminal,Hamriyah Oil Terminal,United Arab Emirates,Persian Gulf; Indian Ocean,Small,Open Roadstead,Unknown,Unknown,25.583333,55.4
Umm Al Qaywayn,Ahmed Bin Rashid; Umm Al Quwain,United Arab Emirates,Persian Gulf; Indian Ocean,Small,Coastal (Natural),Unknown,Unknown,25.583333,55.583333
Al Hamriyah Lpg Terminal, ,United Arab Emirates,Persian Gulf; Indian Ocean,Small,Coastal (Breakwater),Unknown,Unknown,25.466667,55.483333
Dubayy,Dubai; Mina Rashid,United Arab Emirates,Persian Gulf; Indian Ocean,Small,Coastal (Breakwater),Unknown,Unknown,25.266667,55.3
Mina Jabal Ali,Mina Jebel Ali,United Arab Emirates,Persian Gulf; Indian Ocean,Large,Coastal (Breakwater),Unknown,Unknown,25.016667,55.05
Jazirat Das, ,United Arab Emirates,Persian Gulf; Indian Ocean,Very Small,Open Roadstead,Unknown,Unknown,25.15,52.866667
Abu Zaby,Abu Dhabi; Mina Zayed,United Arab Emirates,Persian Gulf; Indian Ocean,Medium,Coastal (Breakwater),Unknown,Unknown,24.5,54.333333
Hulaylah Oil Terminal, ,United Arab Emirates,Persian Gulf; Indian Ocean,Very Small,Open Roadstead,Unknown,Unknown,25.983333,55.933333
Jabal Az Zannah/ruways,Jabal Dhanna/ruways,United Arab Emirates,Persian Gulf; Indian Ocean,Medium,Coastal (Breakwater),Unknown,Unknown,24.2,52.7
Khawr Fakkan,Khor Fakkan,United Arab Emirates,Gulf of Oman; Indian Ocean,Medium,Coastal (Natural),Unknown,Unknown,25.36277778,56.36888889
Al Fujayrah,Fujayrah Harbor,United Arab Emirates,Gulf of Oman; Indian Ocean,Small,Coastal (Breakwater),Cargo,Unknown,25.17305556,56.36916667
Sheerness, ,United Kingdom,North Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,51.45,0.75
Isle Of Grain, ,United Kingdom,North Sea; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Small,51.433333,0.7
Thamesport, ,United Kingdom,North Sea; North Atlantic Ocean,Small,River (Natural),Unknown,Small,51.433333,0.7
Chatham Docks, ,United Kingdom,North Sea; North Atlantic Ocean,Small,River (Basins),Unknown,Small,51.4,0.55
Gravesend, ,United Kingdom,North Sea; North Atlantic Ocean,Small,River (Natural),Unknown,Small,51.45,0.366667
Tilbury, ,United Kingdom,North Sea; North Atlantic Ocean,Small,River (Tide Gates),Unknown,Small,51.466667,0.333333
London, ,United Kingdom,North Sea; North Atlantic Ocean,Large,River (Basins),Unknown,Medium,51.5,-0.083333
Harwich, ,United Kingdom,North Sea; North Atlantic Ocean,Small,River (Natural),Unknown,Medium,51.95,1.283333
Ipswich, ,United Kingdom,North Sea; North Atlantic Ocean,Small,River (Tide Gates),Unknown,Small,52.05,1.166667
Felixstowe, ,United Kingdom,North Sea; North Atlantic Ocean,Very Small,River (Natural),Unknown,Small,51.95,1.316667
Lowestoft, ,United Kingdom,North Sea; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Small,52.483333,1.75
Great Yarmouth, ,United Kingdom,North Sea; North Atlantic Ocean,Small,River (Natural),Unknown,Small,52.616667,1.733333
Boston, ,United Kingdom,North Sea; North Atlantic Ocean,Small,River (Tide Gates),Unknown,Small,52.966667,-0.016667
Bridlington, ,United Kingdom,North Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Small,54.083333,-0.183333
Scarborough, ,United Kingdom,North Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Small,54.283333,-0.4
Whitby, ,United Kingdom,North Sea; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Unknown,54.483333,-0.616667
Teesport, ,United Kingdom,North Sea; North Atlantic Ocean,Large,River (Tide Gates),Unknown,Medium,54.65,-1.133333
Hartlepool, ,United Kingdom,North Sea; North Atlantic Ocean,Small,Coastal (Tide Gates),Unknown,Unknown,54.7,-1.183333
Seaham, ,United Kingdom,North Sea; North Atlantic Ocean,Small,Coastal (Tide Gates),Unknown,Medium,54.833333,-1.316667
Sunderland, ,United Kingdom,North Sea; North Atlantic Ocean,Medium,River (Tide Gates),Unknown,Medium,54.916667,-1.366667
Tynemouth, ,United Kingdom,North Sea; North Atlantic Ocean,Medium,River (Tide Gates),Unknown,Small,55,-1.4
Blyth, ,United Kingdom,North Sea; North Atlantic Ocean,Medium,River (Natural),Unknown,Unknown,55.116667,-1.5
Warkworth Harbour,Amble,United Kingdom,North Sea; North Atlantic Ocean,Very Small,River (Natural),Unknown,Small,55.333333,-1.583333
Berwick-Upon-Tweed, ,United Kingdom,North Sea; North Atlantic Ocean,Very Small,River (Tide Gates),Unknown,Small,55.766667,-2
Dunbar, ,United Kingdom,North Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,56,-2.516667
Leith,Edinburg,United Kingdom,North Sea; North Atlantic Ocean,Medium,River (Tide Gates),Unknown,Small,55.983333,-3.183333
Granton, ,United Kingdom,North Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,55.983333,-3.216667
Hound Point Terminal, ,United Kingdom,North Sea; North Atlantic Ocean,Small,Open Roadstead,Unknown,Small,56,-3.366667
Rosyth, ,United Kingdom,North Sea; North Atlantic Ocean,Small,River (Tide Gates),Unknown,Unknown,56.016667,-3.433333
Burntisland, ,United Kingdom,North Sea; North Atlantic Ocean,Small,Coastal (Tide Gates),Unknown,Small,56.05,-3.233333
Methil, ,United Kingdom,North Sea; North Atlantic Ocean,Small,Coastal (Tide Gates),Unknown,Small,56.183333,-3
Dundee, ,United Kingdom,North Sea; North Atlantic Ocean,Large,River (Basins),Unknown,Unknown,56.466667,-2.95
Montrose, ,United Kingdom,North Sea; North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,56.7,-2.466667
Aberdeen, ,United Kingdom,North Sea; North Atlantic Ocean,Medium,River (Basins),Unknown,Unknown,57.15,-2.083333
Peterhead,Peterhead Bay Harbor,United Kingdom,North Sea; North Atlantic Ocean,Medium,Coastal (Breakwater),Unknown,Unknown,57.5,-1.783333
Fraserburgh Harbor, ,United Kingdom,North Sea; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Medium,57.683333,-2
Macduff, ,United Kingdom,North Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,57.666667,-2.5
Buckie Harbor,Cluny,United Kingdom,North Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,57.683333,-2.966667
Lossiemouth, ,United Kingdom,North Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,57.716667,-3.283333
Burghead, ,United Kingdom,North Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,57.7,-3.5
Inverness, ,United Kingdom,North Sea; North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,57.483333,-4.233333
Cromarty, ,United Kingdom,North Sea; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Unknown,57.683333,-4.033333
Invergordon, ,United Kingdom,North Sea; North Atlantic Ocean,Small,Open Roadstead,Unknown,Unknown,57.683333,-4.166667
Wick, ,United Kingdom,North Sea; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Unknown,58.433333,-3.083333
Pierowall, ,United Kingdom,North Atlantic Ocean,Small,Coastal (Natural),Unknown,Unknown,59.3,-2.983333
Kirkwall, ,United Kingdom,North Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Cargo,None,58.983333,-2.966667
Stromness, ,United Kingdom,North Atlantic Ocean,Very Small,Open Roadstead,Unknown,None,58.966667,-3.3
South Ness, ,United Kingdom,North Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,58.8,-3.2
Lyness, ,United Kingdom,North Sea; North Atlantic Ocean,Medium,Coastal (Natural),Unknown,Unknown,58.833333,-3.2
Scapa Bay, ,United Kingdom,North Sea; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Unknown,58.95,-2.983333
Scalloway, ,United Kingdom,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,None,60.133333,-1.283333
Lerwick, ,United Kingdom,North Sea; North Atlantic Ocean,Medium,Coastal (Natural),Cargo,None,60.167,-1.15
Scrabster Harbor, ,United Kingdom,North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Unknown,58.616667,-3.55
Ullapool,Broom Loch,United Kingdom,North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Unknown,57.9,-5.15
Aultbea, ,United Kingdom,North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Unknown,57.833333,-5.583333
Gairloch, ,United Kingdom,North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,57.716667,-5.683333
Kyle Of Lochalsh, ,United Kingdom,North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Small,57.283333,-5.716667
Kyleakin, ,United Kingdom,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,57.266667,-5.733333
Broadford Bay, ,United Kingdom,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,57.25,-5.883333
Portree Harbor, ,United Kingdom,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,57.416667,-6.2
Uig, ,United Kingdom,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,57.583333,-6.35
Lochmaddy, ,United Kingdom,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,57.6,-7.166667
Castle Bay, ,United Kingdom,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,56.95,-7.483333
Lochboisdale, ,United Kingdom,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,57.15,-7.3
Stornoway Harbor, ,United Kingdom,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,58.183333,-6.366667
Tarbert, ,United Kingdom,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,57.9,-6.816667
Ornsay, ,United Kingdom,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,57.15,-5.8
Tobermory, ,United Kingdom,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,56.616667,-6.066667
Kilkeel, ,United Kingdom,Irish Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,54.05,-5.983333
Lochaline,Loch Aline,United Kingdom,North Atlantic Ocean,Very Small,River (Basins),Unknown,Unknown,56.55,-5.766667
Craignure, ,United Kingdom,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,56.466667,-5.7
Corpach, ,United Kingdom,North Atlantic Ocean,Small,Coastal (Natural),Unknown,Large,56.85,-5.116667
Fort William, ,United Kingdom,North Atlantic Ocean,Very Small,River (Basins),Unknown,Unknown,56.816667,-5.116667
Glensanda, ,United Kingdom,North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,56.566667,-5.533333
Oban, ,United Kingdom,North Atlantic Ocean,Small,Coastal (Natural),Unknown,Medium,56.416667,-5.466667
Port Ellen, ,United Kingdom,North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Unknown,55.633333,-6.2
Campbeltown, ,United Kingdom,North Atlantic Ocean,Small,Coastal (Natural),Unknown,Unknown,55.433333,-5.6
Lamlash Harbor, ,United Kingdom,North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Unknown,55.533333,-5.116667
Ardrishaig, ,United Kingdom,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,56.016667,-5.45
Rothesay Harbor, ,United Kingdom,North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,55.833333,-5.05
Greenock, ,United Kingdom,North Atlantic Ocean,Medium,Coastal (Natural),Unknown,Small,55.95,-4.75
Finnart Oil Terminal, ,United Kingdom,North Atlantic Ocean,Small,River (Natural),Unknown,Small,56.116667,-4.833333
Glasgow, ,United Kingdom,North Atlantic Ocean,Medium,River (Tide Gates),Unknown,Medium,55.866667,-4.283333
Largs, ,United Kingdom,North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,55.8,-4.866667
Hunterston, ,United Kingdom,North Atlantic Ocean,Very Small,Open Roadstead,Unknown,Small,55.75,-4.883333
Millport, ,United Kingdom,North Atlantic Ocean,Small,Coastal (Natural),Unknown,Unknown,55.75,-4.916667
Ardrossan, ,United Kingdom,North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Small,55.65,-4.816667
Ayr, ,United Kingdom,North Atlantic Ocean,Very Small,River (Basins),Unknown,Large,55.466667,-4.633333
Bangor, ,United Kingdom,North Atlantic Ocean,Very Small,River (Basins),Unknown,Small,54.65,-5.666667
Warren Point, ,United Kingdom,Irish Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,54.1,-6.25
Ardglass, ,United Kingdom,Irish Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,54.266667,-5.616667
Belfast, ,United Kingdom,North Atlantic Ocean,Large,River (Basins),Unknown,Small,54.616667,-5.9
Kilroot, ,United Kingdom,North Atlantic Ocean,Small,Coastal (Natural),Unknown,Small,54.733333,-5.716667
Larne, ,United Kingdom,North Atlantic Ocean,Small,Coastal (Natural),Unknown,Small,54.85,-5.8
Coleraine, ,United Kingdom,North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,55.133333,-6.666667
Londonderry, ,United Kingdom,North Atlantic Ocean,Medium,River (Natural),Unknown,Unknown,55,-7.316667
Lancaster, ,United Kingdom,Irish Sea; North Atlantic Ocean,Small,River (Basins),Unknown,Small,54.05,-2.783333
Silloth, ,United Kingdom,Irish Sea; North Atlantic Ocean,Small,Coastal (Tide Gates),Unknown,Small,54.866667,-3.4
Workington, ,United Kingdom,Irish Sea; North Atlantic Ocean,Very Small,River (Tide Gates),Unknown,Small,54.566667,-3.633333
Barrow In Furness, ,United Kingdom,Irish Sea; North Atlantic Ocean,Medium,Coastal (Tide Gates),Unknown,Small,54.116667,-3.233333
Heysham, ,United Kingdom,Irish Sea; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,54.033333,-2.916667
Garlston, ,United Kingdom,Irish Sea; North Atlantic Ocean,Very Small,River (Tide Gates),Unknown,Large,53.35,-2.9
Fleetwood, ,United Kingdom,Irish Sea; North Atlantic Ocean,Small,River (Tide Gates),Unknown,Small,53.916667,-3.016667
Mostyn, ,United Kingdom,Irish Sea; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Small,53.316667,-3.266667
Liverpool, ,United Kingdom,Irish Sea; North Atlantic Ocean,Large,River (Tide Gates),Unknown,Large,53.416667,-3
Manchester, ,United Kingdom,Irish Sea; North Atlantic Ocean,Large,River (Tide Gates),Unknown,Unknown,53.483333,-2.266667
Holyhead, ,United Kingdom,Irish Sea; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Small,53.316667,-4.633333
Fishguard, ,United Kingdom,Irish Sea; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Small,52.016667,-4.983333
Milford Haven, ,United Kingdom,Celtic Sea; North Atlantic Ocean,Medium,River (Natural),Unknown,Unknown,51.716667,-5.033333
Swansea, ,United Kingdom,Bristol Channel; North Atlantic Ocean,Small,River (Tide Gates),Unknown,Medium,51.616667,-3.95
Neath, ,United Kingdom,Bristol Channel; North Atlantic Ocean,Very Small,Coastal (Natural),Unknown,Unknown,51.633333,-3.833333
Port Talbot, ,United Kingdom,Bristol Channel; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Unknown,51.583333,-3.816667
Barry, ,United Kingdom,Bristol Channel; North Atlantic Ocean,Medium,Coastal (Tide Gates),Unknown,Unknown,51.4,-3.266667
Cardiff, ,United Kingdom,Bristol Channel; North Atlantic Ocean,Medium,Coastal (Tide Gates),Unknown,Small,51.45,-3.166667
Newport, ,United Kingdom,Bristol Channel; North Atlantic Ocean,Medium,River (Tide Gates),Unknown,Unknown,51.55,-2.983333
Sharpness, ,United Kingdom,Bristol Channel; North Atlantic Ocean,Small,Canal or Lake,Unknown,Unknown,51.716667,-2.483333
Avonmouth, ,United Kingdom,Bristol Channel; North Atlantic Ocean,Small,River (Tide Gates),Unknown,Small,51.5,-2.716667
Bristol, ,United Kingdom,Bristol Channel; North Atlantic Ocean,Medium,River (Tide Gates),Unknown,Small,51.466667,-2.633333
Bridgwater, ,United Kingdom,Bristol Channel; North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,51.133333,-3
Watchet Harbor, ,United Kingdom,Bristol Channel; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,51.183333,-3.333333
Bideford, ,United Kingdom,Bristol Channel; North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,51.033333,-4.2
Padstow, ,United Kingdom,Celtic Sea; North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,50.55,-4.933333
Hayle, ,United Kingdom,Celtic Sea; North Atlantic Ocean,Very Small,River (Basins),Unknown,Small,50.183333,-5.416667
Newlyn, ,United Kingdom,English Channel; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Small,50.1,-5.55
Penzance, ,United Kingdom,English Channel; North Atlantic Ocean,Small,Coastal (Tide Gates),Unknown,Small,50.116667,-5.533333
Falmouth Harbour, ,United Kingdom,English Channel; North Atlantic Ocean,Medium,Coastal (Natural),Unknown,Small,50.15,-5.066667
Charlestown, ,United Kingdom,English Channel; North Atlantic Ocean,Very Small,Coastal (Tide Gates),Unknown,Unknown,50.333333,-4.75
Par, ,United Kingdom,English Channel; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Unknown,50.35,-4.7
Fowey Harbour, ,United Kingdom,English Channel; North Atlantic Ocean,Small,River (Natural),Unknown,Medium,50.333333,-4.633333
Plymouth, ,United Kingdom,English Channel; North Atlantic Ocean,Medium,Coastal (Natural),Unknown,Unknown,50.366667,-4.15
Dartmouth Harbour, ,United Kingdom,English Channel; North Atlantic Ocean,Small,River (Natural),Unknown,Unknown,50.35,-3.616667
Brixham Harbour, ,United Kingdom,English Channel; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Small,50.4,-3.516667
Torquay Harbour, ,United Kingdom,English Channel; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Small,50.466667,-3.533333
Teignmouth Harbour, ,United Kingdom,English Channel; North Atlantic Ocean,Very Small,River (Natural),Unknown,Small,50.55,-3.5
Bridport Harbour, ,United Kingdom,English Channel; North Atlantic Ocean,Very Small,Coastal (Breakwater),Unknown,Small,50.716667,-2.766667
Portland Harbour, ,United Kingdom,English Channel; North Atlantic Ocean,Medium,Coastal (Breakwater),Unknown,Small,50.583333,-2.433333
Weymouth Harbour, ,United Kingdom,English Channel; North Atlantic Ocean,Small,Coastal (Natural),Unknown,Small,50.616667,-2.45
Poole Harbour, ,United Kingdom,English Channel; North Atlantic Ocean,Small,River (Natural),Unknown,Small,50.683333,-1.95
Cowes Harbour, ,United Kingdom,English Channel; North Atlantic Ocean,Small,River (Natural),Unknown,Medium,50.766667,-1.3
Yarmouth Harbour, ,United Kingdom,English Channel; North Atlantic Ocean,Small,Coastal (Tide Gates),Unknown,Unknown,50.7,-1.5
Southampton, ,United Kingdom,English Channel; North Atlantic Ocean,Large,River (Basins),Unknown,Medium,50.9,-1.4
Fawley Marine Terminal, ,United Kingdom,English Channel; North Atlantic Ocean,Small,River (Natural),Unknown,Small,50.816667,-1.333333
Portsmouth Harbour, ,United Kingdom,English Channel; North Atlantic Ocean,Medium,Coastal (Tide Gates),Unknown,Medium,50.8,-1.1
Shoreham Harbour,New Shoreham,United Kingdom,English Channel; North Atlantic Ocean,Very Small,Canal or Lake,Unknown,Medium,50.816667,-0.25
Newhaven Harbour, ,United Kingdom,English Channel; North Atlantic Ocean,Very Small,River (Natural),Unknown,Unknown,50.783333,0.05
Folkestone Harbour, ,United Kingdom,English Channel; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Unknown,51.083333,1.2
Dover Harbor, ,United Kingdom,English Channel; North Atlantic Ocean,Small,Coastal (Breakwater),Unknown,Medium,51.116667,1.333333
Ogdensburg, ,United States,Lake Ontario; Great Lakes,Small,River (Natural),Unknown,Small,44.7,-75.5
Clayton, ,United States,Lake Ontario; Great Lakes,Very Small,River (Natural),Unknown,Small,44.233333,-76.05
Oswego, ,United States,Lake Ontario; Great Lakes,Small,River (Natural),Unknown,Unknown,43.466667,-76.516667
Buffalo, ,United States,Lake Erie; Great Lakes,Large,Coastal (Breakwater),Unknown,Unknown,42.883333,-78.883333
Erie, ,United States,Lake Erie; Great Lakes,Small,Coastal (Natural),Unknown,Unknown,42.15,-80.1
Conneaut, ,United States,Lake Erie; Great Lakes,Small,River (Natural),Unknown,Unknown,41.966667,-80.55
Ashtabula, ,United States,Lake Erie; Great Lakes,Small,River (Basins),Unknown,Unknown,41.9,-80.8
Cleveland, ,United States,Lake Erie; Great Lakes,Large,Coastal (Breakwater),Unknown,Small,41.5,-81.716667
Lorain, ,United States,Lake Erie; Great Lakes,Small,River (Natural),Unknown,Unknown,41.466667,-82.183333
Huron, ,United States,Lake Erie; Great Lakes,Small,River (Natural),Unknown,Small,41.4,-82.55
Sandusky, ,United States,Lake Erie; Great Lakes,Small,Coastal (Natural),Unknown,Small,41.45,-82.716667
Put In Bay, ,United States,Lake Erie; Great Lakes,Very Small,Coastal (Natural),Unknown,Unknown,41.65,-82.816667
Toledo, ,United States,Lake Erie; Great Lakes,Medium,River (Natural),Unknown,Unknown,41.7,-83.466667
Trenton, ,United States,Lake Erie; Great Lakes,Very Small,River (Natural),Unknown,Unknown,42.133333,-83.166667
Wyandotte, ,United States,Lake Erie; Great Lakes,Small,River (Natural),Unknown,Unknown,42.2,-83.15
Rouge River,River Rouge,United States,Lake Erie; Great Lakes,Small,River (Natural),Unknown,Unknown,42.283333,-83.116667
Detroit, ,United States,Lake Erie; Great Lakes,Large,River (Natural),Unknown,Medium,42.333333,-83.033333
Algonac, ,United States,Lake Saint Clair; Great Lakes,Very Small,River (Natural),Unknown,Small,42.616667,-82.516667
Marine City, ,United States,Lake Saint Clair; Great Lakes,Very Small,River (Natural),Unknown,Unknown,42.716667,-82.5
Port Huron, ,United States,Lake Saint Clair; Great Lakes,Very Small,River (Natural),Unknown,Unknown,43,-82.433333
Harbor Beach, ,United States,Lake Huron; Great Lakes,Very Small,Coastal (Breakwater),Unknown,Unknown,43.85,-82.65
Port Hope, ,United States,Lake Huron; Great Lakes,Very Small,Open Roadstead,Unknown,Unknown,43.95,-82.7
Bay City, ,United States,Lake Huron; Great Lakes,Small,River (Natural),Unknown,Unknown,43.6,-83.866667
Saginaw, ,United States,Lake Huron; Great Lakes,Small,River (Natural),Unknown,Medium,43.433333,-83.933333
Alabaster, ,United States,Lake Huron; Great Lakes,Very Small,Open Roadstead,Unknown,Unknown,44.183333,-83.55
Tawas City, ,United States,Lake Huron; Great Lakes,Very Small,Coastal (Natural),Unknown,Unknown,44.266667,-83.5
Alpena, ,United States,Lake Huron; Great Lakes,Small,Coastal (Natural),Unknown,Unknown,45.066667,-83.416667
Rockport, ,United States,Lake Huron; Great Lakes,Very Small,Open Roadstead,Unknown,Unknown,45.2,-83.383333
Mackinac Island, ,United States,Lake Huron; Great Lakes,Very Small,Coastal (Breakwater),Unknown,Unknown,45.85,-84.616667
St Ignace, ,United States,Lake Huron; Great Lakes,Very Small,Coastal (Natural),Unknown,Unknown,45.85,-84.716667
Sault Ste Marie, ,United States,Lake Superior; Great Lakes,Small,River (Natural),Unknown,Unknown,46.5,-84.35
St. James Harbor, ,United States,Lake Michigan; Great Lakes,Very Small,Coastal (Natural),Unknown,Unknown,45.733333,-85.516667
Harbor Springs, ,United States,Lake Michigan; Great Lakes,Very Small,Coastal (Natural),Unknown,Small,45.433333,-84.983333
Petoskey, ,United States,Lake Michigan; Great Lakes,Very Small,Coastal (Breakwater),Unknown,Unknown,45.366667,-84.966667
Charlevoix, ,United States,Lake Michigan; Great Lakes,Very Small,Canal or Lake,Unknown,Small,45.316667,-85.266667
Traverse City, ,United States,Lake Michigan; Great Lakes,Very Small,Coastal (Natural),Unknown,Small,44.766667,-85.616667
Frankfort, ,United States,Lake Michigan; Great Lakes,Small,Coastal (Natural),Unknown,Small,44.633333,-86.25
Manistee, ,United States,Lake Michigan; Great Lakes,Small,River (Natural),Unknown,Small,44.25,-86.316667
Ludington, ,United States,Lake Michigan; Great Lakes,Small,River (Natural),Unknown,Small,43.95,-86.45
Muskegon, ,United States,Lake Michigan; Great Lakes,Small,River (Natural),Unknown,Unknown,43.233333,-86.266667
Holland, ,United States,Lake Michigan; Great Lakes,Small,River (Natural),Unknown,Small,42.783333,-86.133333
St Joseph,Benton Harbor,United States,Lake Michigan; Great Lakes,Small,River (Natural),Unknown,Small,42.116667,-86.483333
Gary, ,United States,Lake Michigan; Great Lakes,Medium,Coastal (Breakwater),Unknown,Small,41.616667,-87.333333
Buffington, ,United States,Lake Michigan; Great Lakes,Medium,Coastal (Breakwater),Unknown,Unknown,41.633333,-87.416667
Indiana Harbor,East Chicago,United States,Lake Michigan; Great Lakes,Medium,Coastal (Breakwater),Unknown,Small,41.666667,-87.433333
Calumet Harbor,South Chicago,United States,Lake Michigan; Great Lakes,Medium,Coastal (Breakwater),Unknown,Unknown,41.733333,-87.516667
Chicago, ,United States,Lake Michigan; Great Lakes,Medium,Coastal (Tide Gates),Unknown,Unknown,41.883333,-87.6
Great Lakes, ,United States,Lake Michigan; Great Lakes,Very Small,Coastal (Breakwater),Unknown,Unknown,42.3,-87.833333
Waukegan, ,United States,Lake Michigan; Great Lakes,Small,Coastal (Breakwater),Unknown,Small,42.366667,-87.816667
Kenosha, ,United States,Lake Michigan; Great Lakes,Very Small,Coastal (Breakwater),Unknown,Unknown,42.583333,-87.816667
Port Washington, ,United States,Lake Michigan; Great Lakes,Small,Coastal (Breakwater),Unknown,Unknown,43.383333,-87.866667
Sheboygan, ,United States,Lake Michigan; Great Lakes,Small,River (Natural),Unknown,Small,43.75,-87.7
Manitowoc, ,United States,Lake Michigan; Great Lakes,Medium,River (Natural),Unknown,Unknown,44.1,-87.65
Two Rivers, ,United States,Lake Michigan; Great Lakes,Very Small,Coastal (Breakwater),Unknown,Unknown,44.15,-87.566667
Kewaunee, ,United States,Lake Michigan; Great Lakes,Very Small,Coastal (Breakwater),Unknown,Small,44.466667,-87.5
Algoma, ,United States,Lake Michigan; Great Lakes,Very Small,River (Natural),Unknown,Small,44.6,-87.433333
Sturgeon Bay, ,United States,Lake Michigan; Great Lakes,Small,Canal or Lake,Unknown,Small,44.833333,-87.383333
Green Bay, ,United States,Lake Michigan; Great Lakes,Small,River (Natural),Unknown,Unknown,44.516667,-88.016667
Depere, ,United States,Lake Michigan; Great Lakes,Very Small,River (Natural),Unknown,Unknown,44.45,-88.066667
Marinette, ,United States,Lake Michigan; Great Lakes,Small,River (Natural),Unknown,Medium,45.083333,-87.6
Menominee, ,United States,Lake Michigan; Great Lakes,Small,River (Natural),Unknown,Small,45.1,-87.6
Escanaba, ,United States,Lake Michigan; Great Lakes,Small,Coastal (Natural),Unknown,Small,45.766667,-87.05
Gladstone, ,United States,Lake Michigan; Great Lakes,Very Small,Coastal (Natural),Unknown,Small,45.85,-87.016667
Manistique, ,United States,Lake Michigan; Great Lakes,Very Small,Coastal (Breakwater),Unknown,Unknown,45.95,-86.25
